Ind,State,DISTRICT,STATION,Turbidity,pH,Color,DO,BOD,TDS,Hardness,Cl,No3,So4,Coliform,As,F,lats,longs
0,TELANGANA,KARIMNAGAR,Mancherial,4.417272727272731,7.46363636363636,,6.15454545454546,1.4,342.909090909091,181.18945454545502,28.2272727272727,0.0,27.936363636363602,3494.72727272727,4.55876666666667,0.7445454545454541,18.8761795,79.4449696
1,MAHARASHTRA,AKOLA,GOPALKHEDA,3.0,8.18333333333333,,7.0,1.58,544.5,109.829333333333,78.8333333333333,0.054000000000000006,11.8666666666667,1950.0,,0.148333333333333,72.0,18.0
2,TAMILNADU,ERODE,URACHIKOTTAI,,7.957000000000001,,7.29,2.49,218.9,125.0924,27.0,,13.470999999999998,,2.29,0.2811,72.0,18.0
3,UTTARAKHAND,CHAMPAWAT,GHAT,,8.37916666666667,,7.18916666666667,0.639166666666667,176.166666666667,145.55525,13.371666666666698,0.2139,16.36,,,0.15991666666666698,26.0198133,10.4339911
4,"""UTTAR PRADESH""",MORADABAD,"""Gagan Moradabad""",5.06666666666667,7.94166666666667,,4.48583333333333,12.365,245.916666666667,282.09283333333303,21.9804166666667,1.06835,17.76,,,0.4259166666666671,72.0,18.0
5,ASSAM,CACHAR,Monierkhal,,,,,,,,,,,,,,72.0,18.0
6,TAMILNADU,THIRUVARUR,Menangudi,,8.07,,,1.44,171.333333333333,96.3752333333333,56.72,,17.1866666666667,,0.006999999999999999,0.27333333333333304,72.0,18.0
7,ODISHA,KENDUJHAR,Anandapur,,7.75083333333333,,7.1625,0.796666666666667,,52.388883333333304,17.966666666666697,0.0025090909090910002,16.975,,,0.05,21.33341315,86.08721473627995
8,"""UTTAR PRADESH""",BUDAUN,Kachhlabridge,4.63333333333333,8.11333333333333,,6.2875,1.5666666666666698,144.416666666667,161.44525,13.845,0.30245,13.76,,,0.3594166666666671,72.0,18.0
9,"""UTTAR PRADESH""","""JYOTIBA PHULE NAGAR""",Garhmukteshwar,4.29166666666667,8.1125,,6.7475,1.34166666666667,173.083333333333,182.671916666667,14.28875,0.27025,10.76,,,0.277083333333333,28.755620450000002,78.04387427388025
10,"""UTTAR PRADESH""",PRATAPGARH,PRATAPGARH,,,,,,,,,,,,,,25.75,81.75
11,"""ARUNACHAL PRADESH""",LOHIT,Tezu,,7.225,,,,89.25,81.1905875,7.625,,1.195,,,,27.9254195,96.1647135
12,ASSAM,MARIGAON,Jagibhakatgaon,,,,,,,,,,,,,,72.0,18.0
13,CHHATTISGARH,RAIPUR,RAJIM,,8.03,,7.36666666666667,0.5,,42.79305,12.666666666666698,,,,,,20.9695536,81.8637187
14,KARNATAKA,CHAMRAJNAGAR,KUDLUR,,,,,,,,,,,,,,72.0,18.0
15,KERALA,PATHANAMTHITTA,THUMPAMON,,6.81666666666667,,5.9,0.711666666666667,39.1666666666667,20.222233333333303,8.7,0.012666666666667001,0.966666666666667,1460.0,2.92,0.181566666666667,9.2197254,76.7119249
16,"""ARUNACHAL PRADESH""","""UPPER SIANG""",Tuting,,8.075,,8.35,,80.5,73.041675,2.25,,,,,,28.9922633,94.8924779
17,CHHATTISGARH,DURG,Kotni,,,,,,,,,,,,,,34.7876302,-0.5740406
18,CHHATTISGARH,DURG,"""Andhiyar Khore""",,8.18454545454545,,6.90909090909091,0.6181818181818179,,194.906090909091,24.9090909090909,,,,,,72.0,18.0
19,"""UTTAR PRADESH""",DEORIA,Turtipar,,8.36083333333333,,7.29,1.01666666666667,197.0,158.118916666667,15.324166666666699,0.21735,16.72,,,0.1805,72.0,18.0
20,"""UTTAR PRADESH""",MAINPURI,Bewar,,,,,,,,,,,,,,25.7591464,79.9252618
21,UTTARAKHAND,CHAMOLI,"""KARNPRAYAG CONFLUENCE D/S""",,,,,,,,,,,,,,72.0,18.0
22,"""UTTAR PRADESH""","""AMBEDKAR NAGAR""",AKBARPUR,,,,,,,,,,,,,,26.424310650000002,82.5679341735663
23,ASSAM,CACHAR,Annapurnaghat,,6.85090909090909,,,,71.5454545454545,76.6113454545455,12.909090909090901,,1.22090909090909,,,,72.0,18.0
24,MAHARASHTRA,PUNE,Phulgaon,,7.3,,,1.9,,80.3363,8.51,0.00394737,14.2,54000.0,,0.326,72.0,18.0
25,CHHATTISGARH,JANJGIRCHAMPA,Bamnidhi,,8.2275,,6.9666666666666694,1.4333333333333302,,99.7950833333333,23.25,,,,,,72.0,18.0
26,TAMILNADU,RAMANATHAPURAM,PARAMAKUDI,,,,,,,,,,,,,,9.48671505,78.67227177440276
27,"""MADHYA PRADESH""",NARSIMHAPUR,Gadarwara,82.1,8.09272727272727,,6.51818181818182,0.8818181818181821,188.090909090909,158.227245454545,9.28181818181818,0.034727272727272995,7.2945454545454504,,,0.22063636363636396,22.9236049,78.784917
28,"""MADHYA PRADESH""",MORENA,Dholpur,,8.395,,,,,167.414083333333,41.3279166666667,0.04715,44.16,,,0.37525,26.7009896,77.8967857
29,ODISHA,NABARANGAPUR,Nowrangpur,15.706,7.78,,6.9,0.89,96.2,62.175,3.01,0.0,9.01,5862.0,1.1695,0.10300000000000001,72.0,18.0
30,MAHARASHTRA,NASHIK,CHANWADA,6.2,8.06,,7.8,1.8980000000000001,369.2,113.6234,94.2,0.07,12.36,1400.0,,0.16,72.0,18.0
31,GUJARAT,AMRELI,Lowara,16.4,8.366,,9.2,2.74,3790.8,724.3322,1569.2,0.10400000000000001,54.238,271004.0,,0.762,72.0,18.0
32,GUJARAT,"""BANAS KANTHA""",Chitrasani,11.75,8.4675,,10.125,2.725,448.5,220.29575,93.5,0.015,15.0,271040.0,,0.8175,24.264418,72.4858985
33,ASSAM,KAMRUP,"""Puthimari NH Rd Xing""",10.505,7.255,,,,135.0,129.0,13.0,0.0,1.205,,,,72.0,18.0
34,UTTARAKHAND,CHAMPAWAT,PANCHESHWAR,,,,,,,,,,,,,,29.4439883,80.241179
35,ASSAM,KAMRUP,KULSI,6.7775,6.5575,,2.5,,25.5,68.79375,11.25,0.0,1.17,,,,26.062958,91.271257
36,JHARKHAND,HAZARIBAGH,Hendegir,,,,,,,164.300666666667,18.446666666666697,,19.52,,,,72.0,18.0
37,"""WEST BENGAL""",BARDDHAMAN,"""KALNA (flow)""",,,,,,,184.284090909091,16.6533333333333,,12.6225,,,,72.0,18.0
38,MAHARASHTRA,PARBHANI,G.R.BRIDGE,,,,,,,,,,,,,,33.911493,-84.051578
39,UTTARAKHAND,CHAMOLI,"""Karnprayag U/S""",,,,,,,,,,,,,,30.259647,79.2170691
40,"""UTTAR PRADESH""",PRAYAGRAJ,ALLAHABAD,0.475,8.085,,7.24666666666667,3.1083333333333303,228.75,173.97291666666698,59.3333333333333,0.0,40.0,6558.33333333333,1.0,0.4611666666666671,25.4381302,81.8338005
41,BIHAR,BUXAR,Buxar,,8.22636363636364,,6.46227272727273,2.25381818181818,273.318181818182,185.35713636363602,35.3454545454545,,5.5,,,,25.562071500000002,84.01567204651289
42,MAHARASHTRA,NAGPUR,Satrapur/K.R.Bridge,3.4583333333333304,7.98833333333333,,7.43333333333333,1.85833333333333,,231.44158333333303,29.7541666666667,0.008675,22.31,33402.5,4.77823333333333,0.568416666666667,72.0,18.0
43,MAHARASHTRA,SATARA,Karad,,7.2,,6.3,1.75,,64.4935,8.24,0.001973685,11.95,49000.0,2.31,0.3075,17.314751700000002,74.16551699168082
44,"""ARUNACHAL PRADESH""","""EAST SIANG""",Passighat,,7.6275,,,,75.0,69.28125,5.5,,1.175,,,,72.0,18.0
45,"""UTTAR PRADESH""",RAMPUR,Rampur,,,,,,,,,,,,,,28.79406825,79.1859304458554
46,"""UTTAR PRADESH""",GORAKHPUR,Birdghat,,8.23,,6.81416666666667,1.22333333333333,239.666666666667,166.656333333333,17.04,0.2852,19.28,,,0.18683333333333302,72.0,18.0
47,"""UTTAR PRADESH""",MEERUT,Galeta,,7.74166666666667,,0.953333333333333,85.4333333333333,693.333333333333,335.168833333333,117.974166666667,,88.1833333333333,,,0.615833333333333,-15.3597579,34.6784474
48,"""MADHYA PRADESH""",BURHANPUR,BURHANPUR,3.0833333333333304,8.1325,,6.84,1.8125,352.833333333333,110.226416666667,76.8333333333333,0.056666666666667,11.183333333333302,4000.0,,0.163333333333333,26.2697215,82.99442536730413
49,ASSAM,LAKHIMPUR,"""Ranganadi NT Road crossing""",,7.5825,,8.2,,91.0,77.956325,5.0625,,1.2375,,,,72.0,18.0
50,ODISHA,BALANGIR,Kesinga,,8.35666666666667,,7.54166666666667,0.566666666666667,,102.279925,15.333333333333302,,,,,,20.2014536,83.30352921921009
51,CHHATTISGARH,JANJGIRCHAMPA,Seorinarayan,,,,,,,,,,,,,,21.7211969,82.5947365
52,"""UTTAR PRADESH""",FATEHPUR,Koraold,,8.1725,,,,,89.779855,16.95125,0.02415,20.88,,,0.3135,72.0,18.0
53,ASSAM,CACHAR,Fulertal,,6.95181818181818,,,,70.0909090909091,76.3235454545455,13.0,,1.20090909090909,,,,24.7896372,93.0280369
54,RAJASTHAN,DUNGARPUR,Paderdibadi,13.416666666666698,8.3175,,8.31666666666667,2.0416666666666696,314.83333333333303,189.582666666667,40.1666666666667,0.025833333333332997,11.51,178005.285714286,,0.729166666666667,72.0,18.0
55,"""ANDHRA PRADESH""",Y.S.R.,Singavaram,,,,,,,,,,,,,,18.3484663,83.4791997
56,BIHAR,DARBHANGA,Ekmighat,,8.86666666666667,,,2.37208333333333,207.416666666667,190.41041666666698,28.75,,6.0,,,,72.0,18.0
57,"""UTTAR PRADESH""",HARDOI,Ankinghat,7.69166666666667,8.26833333333333,,6.09333333333333,4.04818181818182,217.5,244.33791666666698,20.353333333333303,0.35305,16.84,,,0.3926666666666671,72.0,18.0
58,ASSAM,DIBRUGARH,Dibrugarh,,7.5,,,,82.5,81.7156125,4.4375,,1.16,,,,27.4844597,94.9019447
59,"""UTTAR PRADESH""","""RAE BARELI""",Bhitaura,7.025,8.1325,,5.38833333333333,4.07363636363636,220.333333333333,233.26816666666699,22.63125,0.3611,15.88,,,0.335666666666667,72.0,18.0
60,MEGHALAYA,"""JAINTIA HILLS""",kharkhana,,3.8318181818181802,,,,98.0,69.1924545454546,17.9090909090909,,1.2,,,,25.1589585,92.2098827
61,UTTARAKHAND,HARDWAR,"""ROORKEE D/S""",,,,,,,,,,,,,,29.7898161,77.9431728
62,ASSAM,TINSUKIA,Margherita,,7.6,,,,67.0,67.5359,2.1666666666666696,,1.41,,,,27.438398,95.74098235954119
63,ASSAM,SIVASAGAR,Bihubar,,7.69375,,,,92.125,86.840475,5.8125,,1.195,,,,72.0,18.0
64,BIHAR,GAYA,Gaya,,8.1275,,,,137.5,131.3686625,20.5,,13.85,,,,24.7964355,85.0079563
65,"""MADHYA PRADESH""",BARWANI,Pati,14.2625,8.24125,,6.7,0.7,267.25,184.239625,16.075,0.036875,22.4875,,,0.27125,-6.70695115,111.0868496234177
66,KARNATAKA,UDUPI,YENNEHOLE,,6.5725,,,,,11.05625,4.4375,0.0,1.716,,0.98,0.1425,72.0,18.0
67,JHARKHAND,"""PURBI SINGHBHUM""",Ghatsila,,7.551666666666669,,6.635833333333331,0.961666666666667,,89.4028083333333,27.408333333333303,0.02415,33.275,,,0.05,22.5859699,86.4791554
68,TELANGANA,KHAMMAM,Bhadrachalam,,,,,,,,,,,,,,17.6688019,80.8940083
69,TAMILNADU,VIRUDUNAGAR,IRRUKKANKUDI,,,,,,,,,,,,,,72.0,18.0
70,MAHARASHTRA,SATARA,Warunji,,6.9,,5.7,0.85,,44.298,5.21,0.005921045,17.0,275500.0,,0.2925,72.0,18.0
71,TAMILNADU,VILUPPURAM,Villupuram,,,,,,,,,,,,,,11.9398285,79.4945645
72,TAMILNADU,THENI,THENI,,7.60375,,7.2875,1.6,205.0,76.7323875,15.77625,,5.5475,,2.91,0.24525,9.969664300000002,77.47420048524822
73,"""UTTAR PRADESH""",JAUNPUR,MAIGHAT,,8.155,,7.62166666666667,2.72833333333333,181.083333333333,162.430583333333,42.6666666666667,0.0,28.5,2375.0,16.0,0.4325,72.0,18.0
74,"""MADHYA PRADESH""",DHAR,Dhulsar,17.85,8.4005,,6.41666666666667,1.01666666666667,271.83333333333303,186.49716666666697,20.233333333333302,0.061666666666666994,30.9883333333333,,,0.266,72.0,18.0
75,UTTARAKHAND,UTTARKASHI,Uttarkashi,,7.90083333333333,,8.08333333333333,1.1175,104.273333333333,57.1666666666667,9.08333333333333,0.033925,19.0,,,0.26,30.9654214,78.63368731187963
76,"""UTTAR PRADESH""",HAMIRPUR,MOHANA,,8.45,,,,,139.552333333333,21.3,0.0368,6.72,,,0.29766666666666697,19.4212481,84.2760490424239
77,DELHI,"""NORTH WEST""",Palla,,7.6775,,7.625,4.74083333333333,298.83333333333303,175.516666666667,52.95,,62.7083333333333,,,0.38,46.5115845,13.5708378
78,TAMILNADU,VELLORE,Arcot,,,,,,,,,,,,,,12.7756012,79.37591931362886
79,MAHARASHTRA,PARBHANI,Zari,,,,,,,,,,,,,,13.090137,12.738995
80,"""UTTAR PRADESH""",PRAYAGRAJ,"""MEJA ROAD""",,8.14916666666667,,7.30333333333333,2.7933333333333303,146.75,159.302666666667,19.3333333333333,0.006083333333333,14.083333333333302,1075.0,8.0,0.4225,25.4195002,81.8525568
81,MAHARASHTRA,YAVATMAL,"""P.G. Bridge""",4.41666666666667,8.365,,7.31666666666667,2.25,,224.55675,26.309166666666698,0.00785,12.535,21995.8333333333,3.20116666666667,0.4625833333333329,8.7070622,126.1863617
82,TAMILNADU,SALEM,THEVUR,,8.04,,,,,256.42725,57.9625,,46.5625,,,0.72075,11.5266869,77.7541079
83,RAJASTHAN,CHITTAURGARH,Chittorgarh,,,,,,,,,,,,,,24.718026000000002,74.47214697200876
84,ASSAM,TINSUKIA,Dholabazar,,7.7,,,,186.5,179.48325,12.0,,1.28,,,,72.0,18.0
85,UTTARAKHAND,DEHRADUN,"""HARIDWAR U/S""",,,,,,,,,,,,,,29.7898161,77.9431728
86,MAHARASHTRA,BULDANA,YERLI,,,,,,,,,,,,,,21.4233693,79.7607866
87,ODISHA,ANUGUL,Talcher,,7.73333333333333,,7.7275,0.348333333333333,,51.354175,12.541666666666698,0.001254545454545,10.9916666666667,,,0.05,20.9458183,85.2111736
88,TELANGANA,NALGONDA,Halia,3.4219999999999997,8.1,,6.0888888888888895,0.8,537.2,209.9667,79.87,1e-05,56.47,1605.0,,0.98,42.1669392,117.5569671
89,"""MADHYA PRADESH""",GUNA,"""A.B.Road Xing""",,,,,,,,,,,,,,35.437837,-79.173576
90,TELANGANA,KHAMMAM,Sangam,26.76,7.98,,6.25,0.75,268.0,160.80007,22.9,0.0,39.88,6736.0,4.7173,0.836,14.595054999999999,79.74934441502594
91,"""UTTAR PRADESH""",SULTANPUR,SULTANPUR,,8.31166666666667,,7.54,2.9366666666666696,204.666666666667,181.69641666666698,27.25,0.0,24.25,3125.0,2.0,0.3768333333333329,26.242510850000002,82.29616931685918
92,"""UTTAR PRADESH""",LUCKNOW,"""Lucknow (Hanuman Setu)""",4.1,8.12833333333333,,3.51,11.816666666666698,263.33333333333303,242.21083333333303,21.507083333333302,0.368,16.24,,,0.3530833333333329,26.8604956,80.9376462
93,TELANGANA,KHAMMAM,Madhira,,,,,,,,,,,,,,16.9229121,80.3644433
94,"""MADHYA PRADESH""",BALAGHAT,Kumhari,4.225,7.9775,,6.74166666666667,2.2083333333333304,,159.637416666667,8.6025,0.004608333333333,8.35166666666667,7537.66666666667,3.9317,0.36735,23.8932751,79.8169959
95,TRIPURA,"""SOUTH TRIPURA""","""NUTANBAZAR GD SITE""",,,,,,,,,,,,,,72.0,18.0
96,ASSAM,LAKHIMPUR,Badatighat,,7.51,,,,98.5,79.89045,7.0625,,1.1825,,,,72.0,18.0
97,UTTARAKHAND,GARHWAL,"""SATPULI U/S""",,,,,,,,,,,,,,29.88589965,78.76507377677129
98,BIHAR,SAHARSA,Baltara,,7.65333333333333,,,1.9609999999999999,152.416666666667,198.238083333333,18.7575,,13.166666666666698,,,,-37.738155899999995,145.01810947685806
99,TAMILNADU,THIRUVARUR,Annavasal,,7.78,,,1.46,106.0,79.5333,25.52,,8.94,,,0.34,10.4505907,78.7241649
100,CHHATTISGARH,BILASPUR,Ghatora,,7.89555555555556,,6.51111111111111,4.68888888888889,,165.447222222222,34.6666666666667,,,,,,72.0,18.0
101,"""ARUNACHAL PRADESH""","""WEST SIANG""","""Kabu basti (Kambang)""",,,,,,,,,,,,,,72.0,18.0
102,ODISHA,GAJAPATI,Kashinagar,,7.75833333333333,,,,,55.0694333333333,18.75,0.0023,22.1833333333333,,,0.05,18.9195176,83.87419990561682
103,BIHAR,"""PURBA CHAMPARAN""",Dumariaghat,,,,,,,,,,,,,,72.0,18.0
104,TRIPURA,"""NORTH TRIPURA""","""KUMARGHAT GD SITE""",,,,,,,,,,,,,,72.0,18.0
105,ASSAM,HAILAKANDI,MATIJURI,,6.94916666666667,,,,91.1666666666667,82.7736416666667,13.416666666666698,,1.20166666666667,,,,72.0,18.0
106,"""UTTAR PRADESH""",MATHURA,"""Mathura (Gokul Barrage)""",,,,,,,,,,,,,,72.0,18.0
107,UTTARAKHAND,RUDRAPRAYAG,"""AUGUSTMUNI D/S""",,,,,,,,,,,,,,27.50782625,82.79432381499745
108,JHARKHAND,DUMKA,Maharo,,8.03333333333333,,,,,120.615,17.8683333333333,,2.24,,,,-3.2069918,37.5894985
109,ASSAM,DIBRUGARH,"""Chenimari (Khowang)""",,7.35,,8.7,,59.0,92.6458,6.8125,,1.2575,,,,72.0,18.0
110,TELANGANA,MAHBUBNAGAR,"""K. Agraharam""",,,,,,,,,,,,,,17.5686005,82.8503908
111,ODISHA,RAYAGADA,Gunupur,,,,,,,,,,,,,,19.12686265,83.76643575651146
112,KARNATAKA,"""DAKSHINA KANNADA""",BANTWAL,,7.018,,6.364,1.074,,19.315,5.4670000000000005,0.005520000000000001,2.2848,,2.48,0.1824,12.8953789,75.0408618
113,ASSAM,SIVASAGAR,Nanglamoraghat,,7.42875,,,,73.75,90.0457125,9.25,,1.2425,,,,72.0,18.0
114,UTTARAKHAND,HARDWAR,Haridwar,,,,,,,,,,,,,,29.9384473,78.1452985
115,KERALA,ERNAKULAM,RAMAMANGALAM,,6.95666666666667,,6.35,0.4566666666666671,38.3333333333333,20.0277833333333,8.51666666666667,0.030166666666667005,0.9,1460.0,2.975,0.20716666666666697,9.93336,76.50003
116,ASSAM,BAKSA,Suklai,32.65,6.915,,,,131.5,116.1085,12.0,0.0,1.13,,,,72.0,18.0
117,"""MADHYA PRADESH""",RATLAM,Tal,,,,,,,,,,,,,,53.2878314,-6.3622774
118,TAMILNADU,CUDDALORE,Kudalaiyathur,,8.16,,,2.235,248.5,120.37485,76.57,,40.065,,3.61,0.42,72.0,18.0
119,"""UTTAR PRADESH""",MATHURA,"""Mathura (Prayag ghat)""",,7.68125,,4.66416666666667,27.9422222222222,631.625,274.189388888889,148.393333333333,,87.2375,,,0.5229166666666671,72.0,18.0
120,MAHARASHTRA,AHMADNAGAR,Pachegaon,,,,,,,,,,,,,,20.9417056,78.2518014
121,"""ANDHRA PRADESH""","""EAST GODAVARI""",Polavaram,9.35916666666667,8.00833333333333,,6.5333333333333306,1.19166666666667,165.5,97.3541583333333,10.7083333333333,0.0,14.858333333333302,7288.66666666667,1.7303333333333302,0.23666666666666697,17.3249049,81.57514130264008
122,"""WEST BENGAL""",PURULIYA,Muri,,7.9666666666666694,,7.34666666666667,1.17666666666667,,105.67355833333299,29.641666666666698,0.0092,40.75,,,0.05,46.9290477,7.4870909
123,KERALA,THRISSUR,ARANGALI,,6.92,,6.38333333333333,0.55,31.1666666666667,17.8889,7.48333333333333,0.037833333333333,0.716666666666667,930.0,3.575,0.17716666666666697,10.28690185,76.32805855
124,ODISHA,BAUDA,Kantamal,,8.26583333333333,,7.5333333333333306,0.575,,91.8264166666667,15.583333333333302,,,,,,20.5728297,83.77645045969473
125,"""WEST BENGAL""",MURSHIDABAD,FARAKKA(HR),,,,,,,208.561166666667,16.415833333333303,,6.88,,,,72.0,18.0
126,"""UTTAR PRADESH""",ETAWAH,Etawah,,8.17333333333333,,,0.0,,257.883,142.956111111111,0.18216,60.4266666666667,,,0.46666666666666706,26.718324350000003,79.09025375025163
127,RAJASTHAN,"""SAWAI MADHOPUR""",Baranwada,,,,,,,,,,,,,,72.0,18.0
128,CHHATTISGARH,JANJGIRCHAMPA,Basantpur,,8.01333333333333,,6.5,0.833333333333333,,128.750058333333,22.4166666666667,,,,,,26.18773325,84.6562325286959
129,"""UTTAR PRADESH""",AGRA,AGRA(POIYAGHAT),,8.025,,,,,279.25729166666696,170.237291666667,1.05846,66.98,,,0.4433333333333329,72.0,18.0
130,"""MADHYA PRADESH""",JABALPUR,Patan,81.3416666666667,7.94,,5.74166666666667,1.40833333333333,257.91666666666697,195.393633333333,18.5583333333333,0.050666666666667,10.28,,,0.3934166666666671,23.77405735,71.68373465668734
131,DELHI,NORTH,"""Delhi Railway Bridge""",,7.495,,3.84566666666667,34.4875,631.25,286.691444444444,151.941388888889,,99.1333333333333,,,0.597777777777778,28.6517178,77.2219388
132,TRIPURA,"""WEST TRIPURA""",Sonamura,,,,,,,,,,,,,,23.4757939,91.2653482
133,TAMILNADU,THIRUVARUR,Peralam,,8.0,,,1.26,94.5,64.9208,25.52,,6.435,,1.23,0.24,12.17847,75.216415
134,BIHAR,PATNA,"""Patna Gandhighat""",,8.15416666666667,,,2.69491666666667,238.666666666667,199.014583333333,31.25,,11.25,,,,72.0,18.0
135,RAJASTHAN,KOTA,Barod,,,,,,,,,,,,,,25.383699,76.3134396
136,"""UTTAR PRADESH""",BALRAMPUR,Balrampur,,8.28083333333333,,6.74833333333333,0.979166666666667,240.583333333333,163.72925,16.7145833333333,0.22425,16.544,,,0.17258333333333303,27.4504805,82.39541774073132
137,"""UTTAR PRADESH""",BANDA,BANDA,,8.2725,,,,,150.92825,21.03375,0.0483,8.88,,,0.32775,-36.3789925,-60.3855889
138,"""MADHYA PRADESH""","""WEST NIMAR""",kogaon,27.016666666666698,8.39666666666667,,6.38333333333333,1.06666666666667,280.16666666666697,198.93316666666698,16.45,0.030666666666667005,28.446666666666697,,,0.2005,72.0,18.0
139,MAHARASHTRA,GARHCHIROLI,Wairagarh,,,,,,,,,,,,,,72.0,18.0
140,KARNATAKA,YADGIR,Yadgir,3.904,8.22,,6.56,1.64,394.8,193.2502,48.36,0.00016,71.28,1296.0,5.98,0.594,16.7689044,77.1380381
141,BIHAR,PATNA,Sripalpur,,8.46,,,,227.0,169.140333333333,21.4,,,,,,25.7258682,84.4686024
142,KERALA,PALAKKAD,MANKARA,,7.175,,4.91666666666667,1.45,135.833333333333,73.30555,16.8666666666667,0.101333333333333,3.2333333333333303,1380.0,4.0,1.49666666666667,8.936896,-12.9438714
143,ODISHA,ANUGUL,Tikarpara,,7.928,,7.029,0.45899999999999996,,64.125,19.4,0.0,18.18,,,0.05,72.0,18.0
144,MAHARASHTRA,WARDHA,Nandgaon,1.47,8.27,,6.54,1.49,,222.1433,22.649,0.010881818181818001,17.24,34000.0,2.82905,0.33173,20.333058049999998,74.67030943257836
145,ASSAM,GOLAGHAT,Numaligarh,,7.58625,,,,81.375,94.1562,7.375,,1.225,,,,26.6304927,93.7267655
146,UTTARAKHAND,"""TEHRI GARHWAL""","""KIRTINAGAR U/S""",,,,,,,,,,,,,,72.0,18.0
147,ASSAM,BARPETA,"""Beki Road bridge""",1.96666666666667,7.9933333333333305,,,0.866666666666667,84.4666666666667,160.125,3.05,,22.5,,,,26.6193662,90.9696333
148,"""UTTAR PRADESH""",AGRA,Agra(J.B.),,,,,,,,,,,,,,41.396064,-8.3946691
149,TAMILNADU,ERODE,THENGUMARAHADA,,7.445,,6.94166666666667,0.933333333333333,81.5,57.652775,23.085,,3.835,,2.29,0.069666666666667,72.0,18.0
150,JHARKHAND,SARAIKELAKHARSAWAN,Adityapur,,7.75416666666667,,6.57083333333333,0.6475,,132.451408333333,27.3166666666667,0.00575,34.8,,,0.05,22.7823546,86.1590034
151,TAMILNADU,THENI,"""VAIGAI DAM""",,,,,,,,,,,,,,10.0537965,77.5899829
